rank,tripid,cityname_corrected,origin,dest,mean_trip_dist,mean_notraffic,mean_rush_hour,rush_vs_freeflow_diff,rush_vs_freeflow_pct,p90_rush_hour,p90_vs_freeflow
7439,101573341,Ottawa,"45.340736,-75.750946","45.42345,-75.69361",14.2,17.57,23.62,6.05,34.41,27.06,9.48964912280702
7440,101513711,Edmonton,"53.436684,-113.56795","53.548412,-113.49448",19.1,25.33,31.38,6.05,23.88,32.24,6.907575757575756
7441,101634170,Vancouver,"49.255642,-123.11678","49.142353,-122.81191",36.7,38.1,44.15,6.05,15.88,58.44,20.33282051282051
7442,13235141,Calgary,"50.959015,-114.04139","51.049103,-114.057526",15.7,15.1,21.16,6.05,40.09,29.93,14.822345679012345
7443,101636521,Vancouver,"49.25654,-122.99628","49.25161,-123.11507",10.4,18.52,24.56,6.05,32.66,29.49,10.96927536231884
7444,303931630,Montreal,"45.682133,-73.88808","45.562794,-73.727745",22.2,20.96,27.01,6.05,28.88,32.68,11.717142857142857
7445,101550500,Montreal,"45.50339,-73.58286","45.563515,-73.4706",19.1,26.66,32.72,6.05,22.71,36.2,9.534385964912282
7446,13263291,Winnipeg,"49.80071,-97.13858","49.889484,-97.129654",12.2,18.88,24.93,6.05,32.07,28.22,9.342971014492754
7447,13234890,Calgary,"51.04781,-114.05375","50.962044,-114.09289",17.6,16.5,22.56,6.05,36.68,25.19,8.690555555555552
7448,13237011,Edmonton,"53.60936,-113.39663","53.543106,-113.49928",11.9,19.98,26.03,6.05,30.3,29.21,9.232500000000002
7449,201359781,Toronto,"43.81935,-79.387764","43.798786,-79.273094",12.9,19.61,25.66,6.05,30.84,27.27,7.653124999999999
7450,303997651,Ottawa,"45.424896,-75.767426","45.42345,-75.64005",15.7,20.37,26.41,6.05,29.69,31.08,10.71083333333333
7451,304138981,Vancouver,"49.257214,-122.89397","49.266174,-122.73638",20.5,21.4,27.45,6.05,28.24,31.23,9.822121212121214
7452,14165900,Edmonton,"53.544537,-113.50615","53.644787,-113.65893",21.6,26.75,32.8,6.05,22.6,36.38,9.630000000000003
7453,101505481,Calgary,"51.146343,-114.12585","51.03896,-114.05512",19.8,22.71,28.75,6.04,26.61,32.15,9.447272727272733
7454,13257871,Vancouver,"49.285213,-122.99181","49.24556,-123.11713",13.4,22.79,28.83,6.04,26.52,33.41,10.618650793650794
7455,101554720,Montreal,"45.5058,-73.58183","45.45549,-73.7171",18.0,23.29,29.33,6.04,25.92,35.36,12.061929824561403
7456,303915111,Montreal,"45.58875,-73.629555","45.602203,-73.512825",13.5,22.72,28.76,6.04,26.57,31.13,8.403859649122804
7457,304074050,Toronto,"43.397995,-79.72285","43.546738,-79.72525",22.6,18.81,24.84,6.04,32.1,26.9,8.094444444444441
7458,13260040,Vancouver,"49.246902,-123.1209","49.171318,-123.190254",13.1,18.05,24.09,6.04,33.47,28.6,10.552380952380954
7459,13242961,Montreal,"45.44176,-73.66492","45.509888,-73.58492",13.1,19.76,25.8,6.04,30.56,31.1,11.333125000000003
7460,201376240,Vancouver,"49.13404,-122.845215","49.23592,-122.78651",21.4,27.45,33.49,6.04,22.02,38.51,11.06397435897436
7461,5274040,Ottawa,"45.495453,-75.6531","45.319214,-75.66917",30.4,33.86,39.9,6.04,17.83,44.61,10.751568627450979
7462,201372911,Toronto,"43.786144,-79.41523","43.77623,-79.32219",11.7,17.0,23.05,6.04,35.55,25.99,8.98736842105263
7463,303999700,Ottawa,"45.486305,-75.707","45.37258,-75.74751",19.5,23.69,29.73,6.04,25.49,35.95,12.258636363636366
7464,48148741,Montreal,"45.503643,-73.56997","45.576496,-73.41841",22.6,26.45,32.49,6.04,22.84,35.69,9.236666666666668
7465,201360450,Toronto,"43.70852,-79.671005","43.602203,-79.67375",21.4,21.19,27.22,6.03,28.47,32.53,11.341111111111111
7466,14174790,Quebec,"46.81104,-71.21016","46.840405,-71.40173",19.5,19.24,25.27,6.03,31.33,28.46,9.215625
7467,101551420,Montreal,"45.507244,-73.57737","45.542603,-73.501495",10.9,20.17,26.2,6.03,29.92,27.85,7.68
7468,101505121,Calgary,"51.124153,-114.15709","51.04457,-114.056496",14.6,17.92,23.95,6.03,33.64,26.26,8.339166666666664
7469,303989901,Ottawa,"45.379578,-75.60126","45.36824,-75.75335",19.5,18.8,24.83,6.03,32.07,28.9,10.099999999999998
7470,14165570,Edmonton,"53.540863,-113.502716","53.40661,-113.51988",18.4,23.99,30.02,6.03,25.13,38.83,14.842345679012347
7471,201363341,Toronto,"43.47951,-79.62603","43.581318,-79.71049",16.4,21.02,27.05,6.03,28.7,32.15,11.132499999999997
7472,101636390,Vancouver,"49.248695,-123.13223","49.251163,-122.804016",28.9,31.44,37.46,6.03,19.17,46.64,15.205392156862747
7473,101499181,Calgary,"51.08384,-114.180435","51.046516,-114.058556",11.5,16.55,22.58,6.03,36.42,25.74,9.189814814814817
7474,201376650,Vancouver,"49.167725,-122.7738","49.297306,-122.75664",21.5,23.55,29.58,6.02,25.57,33.28,9.723000000000006
7475,101662200,Winnipeg,"49.8959,-97.12828","49.86869,-97.2917",15.0,21.79,27.81,6.02,27.63,29.37,7.584444444444443
7476,304200821,Winnipeg,"49.91381,-97.07335","49.867584,-97.14991",11.0,19.38,25.4,6.02,31.07,26.51,7.134166666666669
7477,431072701,Montreal,"45.4702,-73.66609","45.46849,-73.70062",11.9,20.21,26.23,6.02,29.81,30.25,10.040277777777778
7478,49174491,Edmonton,"53.57596,-113.54981","53.474915,-113.47147",18.7,22.51,28.54,6.02,26.76,31.36,8.845588235294116
7479,303930820,Montreal,"45.594276,-73.517975","45.693405,-73.79366",36.4,32.92,38.95,6.02,18.29,43.69,10.763854166666668
7480,304111521,Toronto,"43.87778,-79.45059","43.626564,-79.66242",45.0,33.35,39.37,6.02,18.07,42.6,9.249444444444443
7481,101526270,Hamilton,"43.254135,-79.84644","43.21136,-79.96008",14.0,17.24,23.26,6.02,34.9,26.62,9.375555555555554
7482,13250891,Quebec,"46.78072,-71.34543","46.813152,-71.22355",13.6,15.23,21.25,6.02,39.56,24.93,9.697878787878793
7483,101578661,Ottawa,"45.352077,-75.63319","45.42128,-75.698074",13.2,17.43,23.45,6.02,34.53,27.04,9.610833333333336
7484,431096110,Quebec,"46.815502,-71.370834","46.830357,-71.29822",10.1,10.88,16.9,6.02,55.37,22.11,11.238333333333333
7485,304075030,Toronto,"43.810432,-79.5917","43.754166,-79.47531",17.7,21.26,27.28,6.02,28.32,30.66,9.403181818181821
7486,101657581,Winnipeg,"49.877098,-97.298225","49.894794,-97.126564",14.4,20.96,26.96,6.01,28.67,30.05,9.097777777777779
7487,303810811,Edmonton,"53.568398,-113.62082","53.60019,-113.47044",13.1,17.34,23.35,6.01,34.63,27.9,10.554999999999996
7488,101500581,Calgary,"50.984093,-114.01976","51.039177,-114.0692",11.1,15.34,21.34,6.01,39.15,25.57,10.235098039215687
7489,304068870,Toronto,"43.601955,-79.5529","43.652157,-79.62843",16.8,13.94,19.95,6.01,43.09,25.33,11.383958333333334
7490,201377811,Vancouver,"49.29126,-122.77792","49.16548,-122.79921",18.1,22.81,28.82,6.01,26.33,34.22,11.406111111111112
7491,13237411,Edmonton,"53.632774,-113.48109","53.543312,-113.507866",12.1,20.57,26.59,6.01,29.22,30.28,9.70138888888889
7492,48154501,Toronto,"43.760685,-79.45379","43.856495,-79.54157",22.4,21.22,27.23,6.01,28.35,30.93,9.717901234567897
7493,13255010,Toronto,"43.66209,-79.37094","43.72539,-79.462265",16.9,26.63,32.64,6.01,22.57,37.83,11.200877192982453
7494,13250590,Ottawa,"45.423206,-75.70151","45.34146,-75.750946",14.0,18.21,24.22,6.01,33.01,30.91,12.699305555555558
7495,101504551,Calgary,"51.099583,-113.93599","51.05148,-114.07023",17.3,20.69,26.7,6.01,29.07,28.94,8.252708333333334
7496,303932651,Montreal,"45.5224,-73.64157","45.569286,-73.77924",16.0,14.16,20.17,6.01,42.4,25.13,10.969047619047618
7497,14174430,Quebec,"46.807045,-71.21256","46.84228,-71.40276",20.0,21.14,27.15,6.01,28.45,30.24,9.103939393939395
7498,304065011,Toronto,"43.549725,-79.74722","43.72539,-79.51514",45.9,31.24,37.26,6.01,19.24,38.61,7.365882352941178
7499,41233321,Toronto,"43.769234,-79.46869","43.884216,-79.42072",18.8,22.18,28.19,6.01,27.11,33.4,11.221309523809524
7500,431040471,Edmonton,"53.57331,-113.57229","53.49779,-113.62219",11.3,15.33,21.34,6.01,39.22,24.04,8.714545454545453
7501,101503021,Calgary,"51.142464,-114.1358","51.04241,-114.05512",19.5,21.12,27.12,6.0,28.43,30.77,9.650555555555556
7502,201363161,Toronto,"43.531803,-79.65109","43.645943,-79.69607",21.4,19.94,25.94,6.0,30.1,28.18,8.243333333333332
7503,304123751,Toronto,"43.91143,-79.42896","43.755405,-79.751",44.3,37.9,43.9,6.0,15.83,44.6,6.693157894736842
7504,101578541,Ottawa,"45.436943,-75.804504","45.42176,-75.6967",11.8,18.6,24.61,6.0,32.25,30.78,12.178333333333335
7505,101511240,Edmonton,"53.53923,-113.501","53.627075,-113.446754",12.7,19.31,25.3,6.0,31.06,28.25,8.943641975308644
7506,101656641,Winnipeg,"49.836815,-97.193855","49.895016,-97.12279",10.5,16.77,22.77,6.0,35.75,24.83,8.05964912280702
7507,304139840,Vancouver,"49.171318,-122.956795","49.243767,-123.06597",19.1,19.55,25.55,6.0,30.7,31.09,11.53794871794872
7508,201360361,Toronto,"43.800274,-79.4015","43.77053,-79.50312",10.5,19.23,25.22,5.99,31.14,26.8,7.5717543859649155
7509,101657711,Winnipeg,"49.94608,-97.23883","49.891697,-97.13377",12.2,18.68,24.67,5.99,32.08,27.23,8.555
7510,101657091,Winnipeg,"49.80824,-97.130684","49.901207,-97.13721",12.9,20.54,26.53,5.99,29.14,30.98,10.440151515151516
7511,45583760,Montreal,"45.48149,-73.82525","45.555695,-73.752075",20.8,23.96,29.95,5.99,25.0,32.39,8.431862745098037
7512,101508870,Edmonton,"53.543922,-113.50306","53.460403,-113.60022",15.2,20.17,26.15,5.99,29.68,30.41,10.239074074074075
7513,303950371,Montreal,"45.554623,-73.57703","45.70803,-73.618225",25.8,24.48,30.47,5.99,24.45,35.89,11.404
7514,304158700,Vancouver,"49.166603,-123.187164","49.23592,-123.04537",16.5,24.11,30.1,5.99,24.86,34.74,10.634637681159418
7515,303953661,Montreal,"45.736794,-73.60449","45.51855,-73.69616",35.5,29.49,35.49,5.99,20.32,40.44,10.942666666666668
7516,101561611,Montreal,"45.443203,-73.68998","45.505318,-73.58218",15.2,19.2,25.19,5.99,31.19,28.85,9.649411764705881
7517,304138400,Vancouver,"49.15246,-123.1724","49.265728,-123.127426",15.1,21.62,27.6,5.98,27.66,34.67,13.048333333333332
7518,303946541,Montreal,"45.500988,-73.84928","45.53154,-73.818726",16.8,21.92,27.89,5.98,27.28,31.98,10.068115942028985
7519,14162121,Calgary,"51.124798,-114.22198","51.03853,-114.053406",19.2,22.38,28.37,5.98,26.73,31.3,8.913333333333334
7520,101627071,Toronto,"43.69958,-79.3009","43.658363,-79.372314",13.3,21.41,27.38,5.98,27.92,31.41,10.005925925925933
7521,304117020,Toronto,"43.652405,-79.47188","43.7368,-79.59891",24.1,25.07,31.05,5.98,23.84,33.27,8.200833333333335
7522,13262990,Winnipeg,"49.89413,-97.132744","49.812008,-97.189735",12.7,18.35,24.34,5.98,32.59,31.24,12.886212121212125
7523,101655240,Winnipeg,"49.896343,-97.126564","49.87754,-97.26286",12.1,18.59,24.57,5.98,32.14,27.91,9.318333333333335
7524,14181901,Vancouver,"49.188824,-122.93585","49.248024,-123.12125",23.2,22.63,28.61,5.98,26.4,33.11,10.472666666666669
7525,304094630,Toronto,"43.8082,-79.427246","43.463566,-79.69023",64.5,40.88,46.87,5.98,14.64,51.04,10.159444444444446
7526,303922101,Montreal,"45.60076,-73.6323","45.524563,-73.60449",13.1,27.15,33.13,5.98,22.03,35.43,8.28819444444444
7527,14162161,Calgary,"50.91899,-113.9765","51.044357,-114.058556",24.9,22.25,28.22,5.98,26.88,31.73,9.48809523809524
7528,201372880,Toronto,"43.451355,-79.695724","43.581814,-79.79529",22.6,16.1,22.08,5.98,37.12,31.32,15.222058823529412
7529,101558560,Montreal,"45.509888,-73.57668","45.610607,-73.57703",18.2,27.07,33.05,5.98,22.09,36.25,9.183974358974357
7530,101498290,Calgary,"51.04414,-114.0613","50.935005,-114.0098",19.7,18.53,24.5,5.97,32.25,29.49,10.96160493827161
7531,431128440,Vancouver,"49.294617,-122.78994","49.211483,-122.86031",18.4,21.09,27.06,5.97,28.31,33.62,12.523529411764706
7532,14174221,Quebec,"46.849327,-71.3959","46.81762,-71.203636",20.0,19.29,25.27,5.97,30.95,33.12,13.821969696969695
7533,304088631,Toronto,"43.74449,-79.390854","43.77598,-79.28751",11.6,12.21,18.18,5.97,48.93,21.13,8.918333333333333
7534,101621571,Toronto,"43.713978,-79.30399","43.664078,-79.378494",12.1,17.88,23.84,5.97,33.37,27.96,10.08257575757576
7535,304209911,Winnipeg,"49.927517,-97.13549","49.829727,-97.103905",13.2,22.48,28.45,5.97,26.56,34.82,12.343333333333337
7536,45619271,Windsor,"42.30965,-83.1257","42.286636,-83.09153",12.8,16.24,22.21,5.97,36.77,26.66,10.416269841269841
7537,201364311,Toronto,"43.739532,-79.58346","43.649918,-79.61401",14.9,19.18,25.15,5.97,31.15,27.05,7.872222222222224
7538,201358020,Toronto,"43.85006,-79.25936","43.77053,-79.139885",19.5,23.61,29.58,5.97,25.27,33.0,9.38653846153846
7539,303800550,Calgary,"50.971123,-114.08362","51.07586,-114.06714",18.0,20.33,26.3,5.97,29.39,29.37,9.047291666666666
7540,101575250,Ottawa,"45.422005,-75.6967","45.34701,-75.806564",16.0,17.69,23.65,5.97,33.74,30.46,12.774444444444445
7541,41236710,Vancouver,"49.158295,-122.77483","49.225704,-122.93876",21.8,21.08,27.05,5.97,28.34,30.07,8.989855072463769
7542,13238050,Edmonton,"53.53862,-113.503746","53.62565,-113.45568",12.4,20.11,26.08,5.97,29.71,29.58,9.472857142857144
7543,304136530,Vancouver,"49.276703,-122.85826","49.20879,-122.84968",16.3,20.73,26.7,5.97,28.79,30.45,9.723846153846154
7544,101638081,Vancouver,"49.178276,-123.14528","49.249817,-123.12022",11.5,16.88,22.84,5.96,35.32,26.84,9.967291666666668
7545,47262561,Toronto,"43.37041,-79.782135","43.473534,-79.73143",16.9,17.34,23.3,5.96,34.36,25.3,7.953456790123457
7546,13234690,Calgary,"51.042847,-114.062675","51.13277,-114.080185",15.1,18.62,24.58,5.96,31.99,29.41,10.790079365079361
7547,201363650,Toronto,"43.7368,-79.48527","43.685184,-79.52406",10.2,13.72,19.68,5.96,43.41,24.48,10.756666666666666
7548,201366221,Toronto,"43.872585,-79.47531","43.87407,-79.30159",22.2,21.34,27.3,5.96,27.91,29.43,8.088974358974358
7549,13250480,Ottawa,"45.41381,-75.69773","45.340736,-75.77395",12.3,14.83,20.79,5.96,40.15,25.89,11.058333333333332
7550,303946780,Montreal,"45.52793,-73.68002","45.61253,-73.59316",18.0,17.5,23.46,5.96,34.09,27.88,10.387037037037036
7551,201354710,Toronto,"43.867138,-79.54535","43.77598,-79.679245",25.5,20.21,26.17,5.96,29.47,28.01,7.79666666666667
7552,303922540,Montreal,"45.57866,-73.753494","45.593315,-73.6711",16.9,14.08,20.04,5.96,42.32,25.07,10.992435897435902
7553,101550930,Montreal,"45.503876,-73.57771","45.49064,-73.80259",23.8,28.6,34.56,5.96,20.85,41.75,13.154545454545453
7554,304110311,Toronto,"43.73705,-79.373","43.698093,-79.467415",12.7,20.63,26.59,5.96,28.9,29.21,8.5775
7555,101633440,Vancouver,"49.24242,-123.11953","49.235023,-123.00177",10.1,17.02,22.98,5.96,35.05,29.07,12.047916666666666
7556,431092111,Ottawa,"45.415142,-75.8802","45.32167,-75.72314",24.9,33.63,39.59,5.96,17.72,42.3,8.672222222222224
7557,14162720,Calgary,"51.03572,-114.05272","51.15625,-114.14919",27.2,29.32,35.28,5.96,20.33,39.97,10.650000000000002
7558,101578421,Ottawa,"45.389706,-75.61396","45.416943,-75.70803",14.0,15.52,21.48,5.96,38.44,24.61,9.092592592592595
7559,201360870,Toronto,"43.59922,-79.63152","43.702312,-79.64148",17.5,16.23,22.18,5.96,36.71,23.52,7.293684210526315
7560,303963921,Montreal,"45.538033,-73.76894","45.53611,-73.64672",14.6,16.89,22.84,5.95,35.21,26.66,9.771176470588234
7561,201371280,Toronto,"43.62557,-79.71392","43.742508,-79.6892",15.9,12.46,18.41,5.95,47.8,21.31,8.851851851851851
7562,304023610,Quebec,"46.789417,-71.18613","46.902836,-71.21531",40.7,34.31,40.26,5.95,17.36,45.84,11.53473684210526
7563,201357051,Toronto,"43.77202,-79.21404","43.81514,-79.31635",14.2,19.59,25.54,5.95,30.37,28.17,8.579166666666666
7564,304113230,Toronto,"43.584053,-79.74482","43.45584,-79.67547",21.1,20.07,26.02,5.95,29.64,29.27,9.19814814814815
7565,304117750,Toronto,"43.728863,-79.35927","43.688908,-79.36133",10.7,11.33,17.28,5.95,52.49,20.1,8.769206349206348
7566,201361401,Toronto,"43.750942,-79.1931","43.803246,-79.27893",14.5,21.41,27.36,5.95,27.78,30.18,8.764022988505744
7567,201365080,Toronto,"43.89164,-79.46158","43.826534,-79.62088",19.8,23.42,29.37,5.95,25.4,31.19,7.774444444444445
7568,201367401,Toronto,"43.48649,-79.66345","43.598724,-79.74001",24.1,19.43,25.38,5.95,30.6,27.21,7.776666666666671
7569,201361911,Toronto,"43.45584,-79.6662","43.574104,-79.761986",19.6,17.31,23.25,5.95,34.36,32.04,14.730869565217393
7570,41217680,Edmonton,"53.441185,-113.59198","53.5261,-113.52167",13.9,19.94,25.89,5.95,29.81,26.61,6.662222222222223
7571,201357181,Toronto,"43.551716,-79.58037","43.626812,-79.62225",13.9,22.51,28.46,5.95,26.44,30.55,8.035
7572,303997710,Ottawa,"45.37041,-75.75953","45.43911,-75.644516",14.9,14.58,20.52,5.95,40.79,22.87,8.288690476190476
7573,303915281,Montreal,"45.460545,-73.67796","45.449467,-73.745255",12.9,19.69,25.62,5.94,30.15,26.39,6.699333333333332
7574,304030501,Quebec,"46.822083,-71.14493","46.847214,-71.364655",36.5,27.94,33.88,5.94,21.26,43.23,15.298333333333332
7575,13249791,Ottawa,"45.33084,-75.71902","45.417667,-75.69739",14.2,18.25,24.19,5.94,32.56,29.14,10.89254385964912
7576,13235351,Calgary,"51.09678,-114.16464","51.0409,-114.05615",13.1,17.97,23.91,5.94,33.06,26.11,8.134444444444444
7577,101640810,Vancouver,"49.24937,-123.11644","49.132244,-123.177895",17.3,23.48,29.42,5.94,25.28,39.76,16.281851851851854
7578,47259040,Quebec,"46.75838,-71.23282","46.806335,-71.216",20.9,22.8,28.74,5.94,26.07,35.16,12.356666666666673
7579,304119010,Toronto,"43.605934,-79.49488","43.607674,-79.63255",15.8,19.39,25.33,5.94,30.66,29.06,9.672058823529412
7580,201362880,Toronto,"43.53529,-79.72079","43.686176,-79.75546",28.6,23.21,29.15,5.94,25.59,32.43,9.218749999999996
7581,13250361,Ottawa,"45.500988,-75.65035","45.415977,-75.694984",16.9,20.45,26.39,5.94,29.05,28.17,7.719999999999999
7582,13246480,Montreal,"45.510128,-73.58492","45.55895,-73.47472",16.0,27.23,33.17,5.94,21.83,36.8,9.568333333333335
7583,303931791,Montreal,"45.557507,-73.67899","45.63414,-73.56879",21.1,24.38,30.32,5.94,24.38,35.64,11.263888888888886
7584,201316601,Montreal,"45.496655,-73.75075","45.558228,-73.73324",16.2,14.12,20.07,5.94,42.09,25.32,11.202777777777778
7585,14174260,Quebec,"46.81339,-71.217026","46.84839,-71.40654",19.9,18.12,24.05,5.94,32.78,27.85,9.731666666666666
7586,13263560,Winnipeg,"49.89568,-97.127594","49.87754,-97.26286",11.9,17.85,23.79,5.94,33.29,27.45,9.601282051282055
7587,101638781,Vancouver,"49.18613,-123.065285","49.249146,-123.12537",11.4,15.38,21.31,5.93,38.52,25.89,10.511363636363635
7588,304212381,Winnipeg,"49.941216,-97.15678","49.848106,-97.21068",14.7,21.83,27.76,5.93,27.16,30.62,8.790000000000003
7589,303811440,Edmonton,"53.611393,-113.559364","53.517597,-113.5549",15.0,20.66,26.59,5.93,28.71,29.51,8.8525
7590,14170220,Montreal,"45.509167,-73.58183","45.528652,-73.77203",23.8,27.5,33.44,5.93,21.57,39.21,11.709999999999997
7591,304082671,Toronto,"43.65315,-79.66311","43.761604,-79.50346",29.1,23.99,29.92,5.93,24.71,33.53,9.53833333333333
7592,303787380,Calgary,"50.975662,-114.02594","51.023415,-114.091515",12.5,16.06,21.99,5.93,36.9,25.08,9.016000000000002
7593,101507871,Edmonton,"53.48084,-113.534645","53.543514,-113.503746",11.0,17.8,23.73,5.93,33.31,24.67,6.863888888888891
7594,101504331,Calgary,"51.100227,-114.16567","51.045437,-114.05821",13.4,16.66,22.59,5.93,35.58,24.86,8.204305555555557
7595,101561490,Montreal,"45.509407,-73.57771","45.500988,-73.87469",34.4,40.59,46.52,5.93,14.61,52.68,12.08730769230769
7596,13245780,Montreal,"45.50195,-73.5808","45.52673,-73.45927",15.1,24.98,30.91,5.93,23.72,32.59,7.606666666666669
7597,14180820,Vancouver,"49.250713,-123.1185","49.20767,-122.920746",22.7,26.62,32.54,5.92,22.23,39.13,12.515217391304347
7598,101638711,Vancouver,"49.20834,-122.976364","49.24511,-123.12022",15.0,22.21,28.14,5.92,26.66,31.66,9.443030303030302
7599,304144830,Vancouver,"49.214394,-123.05979","49.102585,-122.85723",29.8,25.3,31.22,5.92,23.41,37.77,12.466666666666665
7600,101591410,Quebec,"46.8148,-71.21565","46.768494,-71.33616",15.7,20.01,25.93,5.92,29.57,29.9,9.8875
7601,303961300,Montreal,"45.617092,-73.604836","45.694843,-73.617195",12.7,17.04,22.97,5.92,34.76,31.33,14.290476190476195
7602,201354551,Toronto,"43.65737,-79.61298","43.73879,-79.57934",13.8,18.73,24.65,5.92,31.62,26.27,7.541874999999997
7603,303960441,Montreal,"45.647343,-73.503555","45.567604,-73.74354",31.1,25.84,31.75,5.92,22.9,38.39,12.556874999999998
7604,53850040,Windsor,"42.307205,-82.88004","42.31979,-83.07841",22.1,19.55,25.46,5.92,30.27,28.01,8.464607843137255
7605,201380191,Vancouver,"49.10348,-122.84968","49.198246,-122.77758",17.3,23.51,29.43,5.92,25.21,34.34,10.83464285714286
7606,201360471,Toronto,"43.686424,-79.61848","43.763588,-79.569725",16.4,15.38,21.31,5.92,38.52,26.15,10.764523809523812
7607,201362180,Toronto,"43.89164,-79.46158","43.88595,-79.29266",18.1,22.49,28.42,5.92,26.33,29.49,6.997500000000002
7608,101507540,Calgary,"51.04155,-114.07435","50.933273,-113.96071",19.9,22.85,28.77,5.92,25.9,32.31,9.464848484848485
7609,101511401,Edmonton,"53.509842,-113.60297","53.543922,-113.50409",12.0,18.95,24.86,5.91,31.2,26.45,7.505714285714287
7610,431069531,Montreal,"45.537952,-73.59117","45.607006,-73.56638",12.9,18.27,24.19,5.91,32.37,25.51,7.234871794871793
7611,101510620,Edmonton,"53.54433,-113.499626","53.466534,-113.532585",11.8,19.51,25.42,5.91,30.28,29.37,9.861568627450978
