rank,tripid,cityname_corrected,origin,dest,mean_trip_dist,mean_notraffic,mean_rush_hour,rush_vs_freeflow_diff,rush_vs_freeflow_pct,p90_rush_hour,p90_vs_freeflow
7233,13238410,Edmonton,"53.5478,-113.51061","53.467354,-113.44916",13.9,21.54,27.77,6.22,28.89,32.47,10.923188405797102
7234,101499241,Calgary,"51.022984,-114.200005","51.041332,-114.05478",15.9,18.91,25.13,6.22,32.91,28.59,9.677017543859652
7235,41234151,Toronto,"43.657772,-79.72272","43.716457,-79.758896",11.3,9.0,15.21,6.22,69.1,26.61,17.611538461538462
7236,201365570,Toronto,"43.750446,-79.49042","43.69735,-79.548096",11.1,14.91,21.13,6.22,41.72,23.19,8.280833333333334
7237,13249961,Ottawa,"45.345562,-75.76571","45.422966,-75.69842",12.8,15.22,21.44,6.22,40.88,29.29,14.075432098765432
7238,13235070,Calgary,"51.045437,-114.06439","51.133633,-114.091515",15.6,18.52,24.74,6.22,33.59,31.21,12.687727272727276
7239,101635710,Vancouver,"49.24556,-123.1288","49.199814,-122.9949",14.4,20.9,27.13,6.22,29.77,34.27,13.363333333333333
7240,101628700,Vancouver,"49.24511,-123.12399","49.18411,-123.0749",11.3,16.08,22.29,6.21,38.6,26.97,10.887999999999998
7241,303929311,Montreal,"45.562553,-73.758644","45.51831,-73.67419",10.7,13.41,19.62,6.21,46.35,24.37,10.961228070175439
7242,101638481,Vancouver,"49.218433,-122.92933","49.249817,-123.11953",17.0,25.99,32.21,6.21,23.9,37.52,11.526060606060607
7243,13259600,Vancouver,"49.249146,-123.12262","49.33647,-123.09653",16.7,24.3,30.51,6.21,25.54,39.06,14.763333333333332
7244,303833041,Edmonton,"53.510044,-113.59644","53.528214,-113.4495",18.6,19.56,25.77,6.21,31.76,28.02,8.45888888888889
7245,303983621,Ottawa,"45.48462,-75.67061","45.3803,-75.74545",18.8,25.1,31.31,6.21,24.74,34.12,9.01916666666666
7246,304001111,Ottawa,"45.404892,-75.62701","45.429234,-75.74099",13.1,19.71,25.93,6.21,31.52,30.65,10.93185185185185
7247,201305401,Montreal,"45.44706,-73.77924","45.52264,-73.79641",19.7,17.58,23.79,6.21,35.3,33.87,16.28944444444444
7248,304090990,Toronto,"43.763836,-79.37575","43.72018,-79.64251",28.1,21.86,28.07,6.21,28.43,31.99,10.136111111111113
7249,13257990,Vancouver,"49.246902,-123.11369","49.22875,-122.981514",11.1,19.29,25.5,6.21,32.23,32.1,12.814912280701755
7250,101621190,Toronto,"43.65737,-79.382614","43.733826,-79.32116",15.9,22.57,28.78,6.21,27.52,36.25,13.674012345679017
7251,101591991,Quebec,"46.785892,-71.19093","46.810333,-71.21325",26.9,28.26,34.46,6.2,21.94,39.35,11.092753623188408
7252,304137160,Vancouver,"49.195778,-123.0028","49.28902,-123.04434",12.7,15.51,21.71,6.2,39.95,24.52,9.008627450980391
7253,201366701,Toronto,"43.507904,-79.61161","43.59524,-79.67478",16.0,20.15,26.35,6.2,30.75,27.99,7.834
7254,42269430,Winnipeg,"49.847443,-97.08468","49.80693,-97.13839",11.3,14.71,20.91,6.2,42.15,24.69,9.983333333333333
7255,303814870,Edmonton,"53.576756,-113.5961","53.444252,-113.47559",31.2,28.02,34.22,6.2,22.11,41.05,13.029027777777777
7256,14165370,Edmonton,"53.540455,-113.49619","53.64621,-113.639015",18.4,25.92,32.12,6.2,23.93,34.31,8.387820512820518
7257,101590071,Quebec,"46.857544,-71.365685","46.807278,-71.22183",16.5,20.76,26.95,6.2,29.86,33.86,13.104444444444447
7258,101562361,Montreal,"45.45886,-73.477806","45.509888,-73.58492",15.3,23.58,29.79,6.2,26.31,34.28,10.698888888888888
7259,101507081,Calgary,"51.123722,-114.14439","51.041332,-114.05615",15.5,20.04,26.24,6.2,30.96,28.56,8.526875000000004
7260,13239430,Edmonton,"53.545147,-113.49173","53.468372,-113.412766",14.0,20.0,26.2,6.2,30.99,28.98,8.981111111111115
7261,304074051,Toronto,"43.546738,-79.72525","43.397995,-79.72285",22.5,18.14,24.34,6.2,34.17,26.32,8.178571428571427
7262,431088841,Ottawa,"45.415142,-75.8802","45.341946,-75.7585",21.9,27.74,33.93,6.19,22.31,37.14,9.401764705882353
7263,14162291,Calgary,"51.089664,-114.263176","51.03831,-114.064735",17.7,21.5,27.69,6.19,28.79,30.59,9.093950617283951
7264,14164040,Calgary,"51.043926,-114.04379","50.924618,-113.94972",21.4,21.1,27.29,6.19,29.36,31.54,10.447500000000002
7265,13257931,Vancouver,"49.27715,-122.98598","49.24937,-123.11644",12.5,21.52,27.7,6.19,28.76,32.47,10.958055555555557
7266,12336981,Toronto,"43.68568,-79.33352","43.64967,-79.37403",12.5,16.32,22.51,6.19,37.93,25.11,8.789629629629633
7267,13235900,Calgary,"51.0409,-114.05581","51.11036,-113.96071",15.9,18.28,24.47,6.19,33.85,27.76,9.481111111111112
7268,303981711,Ottawa,"45.43381,-75.692924","45.34315,-75.714554",14.1,21.9,28.09,6.19,28.26,34.14,12.243717948717944
7269,201310561,Montreal,"45.495934,-73.75384","45.561592,-73.73564",17.0,15.68,21.88,6.19,39.48,27.38,11.699333333333335
7270,13239060,Edmonton,"53.556366,-113.49757","53.476547,-113.57035",15.8,20.58,26.77,6.19,30.07,32.13,11.552499999999998
7271,13259730,Vancouver,"49.248695,-123.12022","49.337364,-123.15249",14.4,22.04,28.23,6.19,28.07,38.09,16.052500000000002
7272,201354791,Toronto,"43.716705,-79.74688","43.576096,-79.74139",22.2,19.45,25.62,6.18,31.77,29.17,9.727962962962962
7273,304081560,Toronto,"43.629547,-79.51582","43.696854,-79.47531",11.9,19.12,25.3,6.18,32.35,27.11,7.993333333333332
7274,304081561,Toronto,"43.696854,-79.47531","43.629547,-79.51582",11.8,18.84,25.03,6.18,32.81,26.98,8.13283950617284
7275,101637631,Vancouver,"49.216415,-123.0052","49.24444,-123.12365",11.9,21.12,27.3,6.18,29.24,29.95,8.829166666666666
7276,101560470,Montreal,"45.51831,-73.58595","45.57818,-73.63196",11.3,25.1,31.28,6.18,24.6,36.31,11.206031746031744
7277,303859320,Hamilton,"43.250633,-79.83237","43.263386,-79.98583",16.2,24.76,30.94,6.18,24.95,32.75,7.990322580645163
7278,13234490,Calgary,"51.04306,-114.062675","51.112732,-114.155716",13.5,16.34,22.51,6.18,37.8,26.58,10.237499999999997
7279,201373560,Toronto,"43.579575,-79.789795","43.435402,-79.68062",23.1,16.99,23.17,6.18,36.37,25.67,8.676984126984124
7280,13234781,Calgary,"51.106697,-114.151596","51.03939,-114.05409",14.0,19.86,26.04,6.18,31.11,29.16,9.297222222222224
7281,304148511,Vancouver,"49.26326,-122.85277","49.206768,-122.87028",14.1,18.52,24.7,6.18,33.38,26.64,8.120000000000001
7282,13245390,Montreal,"45.509888,-73.58492","45.449467,-73.49154",15.3,23.65,29.83,6.18,26.13,32.33,8.673194444444444
7283,303826300,Edmonton,"53.586945,-113.53945","53.487377,-113.49654",15.1,23.58,29.76,6.18,26.21,31.82,8.238888888888894
7284,303832591,Edmonton,"53.65557,-113.6603","53.556366,-113.47422",23.6,29.16,35.34,6.18,21.18,37.83,8.663333333333334
7285,101634181,Vancouver,"49.231438,-122.964005","49.249817,-123.12022",12.9,21.61,27.79,6.18,28.61,32.98,11.37444444444445
7286,13237831,Edmonton,"53.457336,-113.525375","53.545353,-113.48727",13.1,21.68,27.85,6.18,28.49,29.62,7.940804597701149
7287,53826450,Toronto,"43.772514,-79.1392","43.803802,-79.33575",24.2,20.58,26.76,6.18,30.05,32.12,11.548958333333335
7288,303807201,Calgary,"50.90384,-113.97856","51.05601,-114.04757",25.4,21.37,27.55,6.18,28.94,28.42,7.054583333333337
7289,303927100,Montreal,"45.48125,-73.49291","45.534664,-73.588356",15.4,20.31,26.48,6.18,30.42,32.3,11.990833333333335
7290,201382501,Vancouver,"49.292156,-122.76179","49.175133,-122.77483",18.8,21.73,27.91,6.18,28.42,32.59,10.857361111111107
7291,201383191,Vancouver,"49.12034,-122.90667","49.198692,-122.84178",17.9,18.25,24.43,6.18,33.88,28.2,9.953703703703706
7292,201358110,Toronto,"43.8248,-79.32528","43.776974,-79.19516",19.2,21.51,27.69,6.18,28.72,30.89,9.381410256410255
7293,303870101,Hamilton,"43.266388,-79.96317","43.225872,-79.82756",18.3,25.18,31.35,6.17,24.51,34.05,8.87222222222222
7294,13258990,Vancouver,"49.25385,-123.11713","49.17311,-123.17515",12.6,17.08,23.25,6.17,36.15,27.98,10.904761904761905
7295,303833191,Edmonton,"53.570026,-113.466324","53.444866,-113.532585",27.5,25.58,31.74,6.17,24.1,35.6,10.025555555555552
7296,44145351,Quebec,"46.801327,-71.2321","46.787537,-71.1899",25.3,24.12,30.29,6.17,25.58,36.1,11.977777777777778
7297,13250351,Ottawa,"45.344357,-75.639366","45.424896,-75.69739",13.5,19.75,25.92,6.17,31.23,27.8,8.04642857142857
7298,201384800,Vancouver,"49.20722,-122.874054","49.286556,-122.87268",14.4,20.89,27.06,6.17,29.56,30.22,9.335869565217394
7299,101577200,Ottawa,"45.426342,-75.693954","45.34701,-75.68331",13.6,17.22,23.39,6.17,35.82,29.01,11.794705882352943
7300,12322820,Montreal,"45.507965,-73.5808","45.509647,-73.5142",10.2,19.91,26.08,6.17,30.98,29.45,9.535897435897436
7301,101505540,Calgary,"51.040688,-114.06336","51.17046,-114.11692",22.7,24.33,30.51,6.17,25.36,35.62,11.282051282051281
7302,304215910,Winnipeg,"49.808018,-97.14201","49.899216,-97.17257",14.2,21.53,27.71,6.17,28.67,29.22,7.690000000000001
7303,303839970,Edmonton,"53.56228,-113.55147","53.640102,-113.58511",10.6,13.62,19.79,6.17,45.32,24.81,11.188636363636364
7304,47252930,Montreal,"45.65598,-73.55128","45.5331,-73.60607",19.1,24.48,30.64,6.16,25.17,35.48,10.999358974358977
7305,303990551,Ottawa,"45.377167,-75.65928","45.478844,-75.67816",16.7,25.94,32.11,6.16,23.76,35.06,9.12019607843137
7306,101558171,Montreal,"45.497135,-73.504585","45.511093,-73.57394",13.4,20.27,26.43,6.16,30.42,31.45,11.181666666666665
7307,303828950,Edmonton,"53.587967,-113.552155","53.475323,-113.433365",20.8,24.52,30.68,6.16,25.11,32.8,8.277499999999996
7308,101503770,Calgary,"51.04414,-114.059586","51.10648,-113.95693",15.3,19.99,26.14,6.16,30.8,29.38,9.389166666666664
7309,303811111,Edmonton,"53.573902,-113.513016","53.47757,-113.45019",17.1,20.03,26.19,6.16,30.78,29.46,9.43293650793651
7310,14174651,Quebec,"46.8397,-71.41409","46.815033,-71.221146",18.8,16.77,22.92,6.16,36.71,27.56,10.785434782608696
7311,303928200,Montreal,"45.42345,-73.865074","45.504837,-73.79435",14.9,20.63,26.79,6.16,29.87,30.21,9.578095238095237
7312,304153300,Vancouver,"49.158295,-122.89671","49.21821,-122.932076",12.5,17.63,23.8,6.16,34.95,25.46,7.826666666666668
7313,303825090,Edmonton,"53.59795,-113.60297","53.500446,-113.60331",17.3,17.36,23.52,6.16,35.45,27.95,10.588939393939395
7314,304021611,Quebec,"46.752735,-71.339935","46.853786,-71.1954",21.0,20.87,27.03,6.16,29.52,31.88,11.013541666666665
7315,101646381,Victoria,"48.500393,-123.372215","48.422302,-123.36878",11.1,16.5,22.66,6.16,37.35,24.83,8.326666666666664
7316,47247661,Edmonton,"53.544754,-113.48895","53.462856,-113.48624",10.6,16.5,22.66,6.16,37.34,30.05,13.554126984126981
7317,101504901,Calgary,"51.152374,-114.24944","51.03723,-114.05924",23.2,24.64,30.79,6.15,24.95,33.2,8.559473684210527
7318,304086781,Toronto,"43.640728,-79.6147","43.555943,-79.58037",13.3,19.14,25.29,6.15,32.16,28.41,9.278148148148148
7319,101505321,Calgary,"50.888897,-114.04585","51.046516,-114.05821",25.3,26.11,32.26,6.15,23.56,36.1,9.984385964912285
7320,303823041,Edmonton,"53.615063,-113.464264","53.50453,-113.62013",32.4,26.84,32.99,6.15,22.9,39.16,12.314743589743586
7321,304134320,Vancouver,"49.286335,-123.09344","49.187923,-122.99216",18.2,22.12,28.28,6.15,27.82,35.63,13.507777777777783
7322,201382310,Vancouver,"49.200714,-122.78445","49.31857,-122.79543",19.5,22.05,28.2,6.15,27.91,31.02,8.972083333333334
7323,101500431,Calgary,"51.081467,-114.17357","51.05234,-114.046196",11.4,16.05,22.19,6.15,38.31,24.36,8.310833333333331
7324,303944551,Montreal,"45.71738,-73.94713","45.482937,-73.713326",39.7,26.88,33.03,6.15,22.9,38.38,11.506410256410259
7325,201371231,Toronto,"43.85575,-79.566635","43.892876,-79.40596",19.4,23.13,29.28,6.15,26.6,32.93,9.802898550724642
7326,14170241,Montreal,"45.482212,-73.39884","45.509888,-73.58492",22.8,27.48,33.64,6.15,22.39,37.79,10.309259259259257
7327,44140050,Hamilton,"43.255886,-79.9079","43.261513,-79.8695",16.5,16.55,22.71,6.15,37.17,24.48,7.926078431372549
7328,303826920,Edmonton,"53.56595,-113.45259","53.5227,-113.60056",14.6,24.03,30.18,6.15,25.58,31.92,7.885277777777773
7329,431087990,Ottawa,"45.35787,-75.75335","45.42178,-75.70011",10.5,13.09,19.23,6.15,46.97,24.05,10.963492063492064
7330,304075010,Toronto,"43.567387,-79.59925","43.583305,-79.65212",11.3,15.83,21.98,6.15,38.87,23.98,8.153174603174604
7331,303820640,Edmonton,"53.500854,-113.47628","53.522293,-113.57207",12.2,15.01,21.17,6.15,41.0,26.31,11.301527777777782
7332,42242041,Calgary,"51.03452,-114.06333","51.05191,-113.92981",11.5,17.53,23.67,6.14,35.0,30.85,13.3120987654321
7333,13236051,Calgary,"50.955772,-114.07435","51.04414,-114.060616",15.1,17.78,23.91,6.14,34.53,28.37,10.597971014492757
7334,101526041,Hamilton,"43.268387,-79.94532","43.251137,-79.83614",10.8,18.27,24.41,6.14,33.59,27.38,9.110416666666666
7335,13260311,Vancouver,"49.260124,-122.99971","49.2478,-123.133606",12.2,21.1,27.24,6.14,29.1,31.88,10.77872549019608
7336,201361291,Toronto,"43.753918,-79.49282","43.69958,-79.54672",11.3,14.13,20.28,6.14,43.47,22.28,8.15175438596491
7337,201310870,Montreal,"45.50604,-73.475746","45.466564,-73.493256",16.3,17.98,24.12,6.14,34.13,28.95,10.967037037037041
7338,13235670,Calgary,"51.036583,-114.060616","51.10217,-113.96414",16.6,21.78,27.92,6.14,28.17,32.53,10.75079365079365
7339,431105620,St. Catharines-Niagara,"43.17457,-79.2652","42.983295,-78.820496",54.0,38.07,44.21,6.14,16.14,46.59,8.520833333333336
7340,45584110,Montreal,"45.492325,-73.44759","45.50806,-73.559586",15.5,21.59,27.73,6.14,28.46,31.22,9.633333333333336
7341,201365890,Toronto,"43.757637,-79.49282","43.706036,-79.55153",11.2,14.66,20.81,6.14,41.88,23.92,9.252380952380953
7342,101636441,Vancouver,"49.26438,-122.97053","49.24959,-123.11747",14.2,21.2,27.34,6.14,28.95,29.42,8.22078947368421
7343,14162870,Calgary,"51.040688,-114.05787","50.915096,-113.98062",22.4,21.86,28.0,6.14,28.07,32.95,11.085
7344,201361700,Toronto,"43.579327,-79.72285","43.71596,-79.73383",20.7,19.03,25.16,6.13,32.23,29.02,9.989583333333332
7345,101502000,Calgary,"51.041767,-114.06954","51.121567,-114.08465",11.5,17.01,23.14,6.13,36.04,27.59,10.587380952380958
7346,303832331,Edmonton,"53.56452,-113.46392","53.443844,-113.38324",19.0,23.35,29.47,6.13,26.24,35.11,11.762254901960787
7347,51183530,Hamilton,"43.217117,-79.885925","43.340233,-79.87109",24.2,20.6,26.74,6.13,29.78,33.12,12.516078431372556
7348,304113891,Toronto,"43.484245,-79.68405","43.674755,-79.62019",34.1,27.55,33.68,6.13,22.25,36.19,8.639545454545452
7349,101550550,Montreal,"45.514942,-73.58458","45.53635,-73.912796",40.2,38.32,44.45,6.13,16.0,51.49,13.174999999999997
7350,101503681,Calgary,"51.16723,-114.05169","51.03594,-114.07057",21.9,24.27,30.4,6.13,25.28,32.97,8.708000000000002
7351,304083251,Toronto,"43.756645,-79.31738","43.781933,-79.51926",27.7,19.33,25.47,6.13,31.72,30.81,11.472608695652177
7352,14173191,Quebec,"46.84604,-71.40036","46.813858,-71.20844",18.9,18.73,24.86,6.13,32.75,31.33,12.60833333333333
7353,53801071,Montreal,"45.505947,-73.663284","45.437424,-73.70234",13.1,16.42,22.55,6.13,37.29,28.71,12.282
7354,101504631,Calgary,"51.076508,-113.94835","51.0368,-114.05581",14.6,18.92,25.04,6.13,32.38,27.12,8.202291666666667
7355,201370790,Toronto,"43.792095,-79.322876","43.747715,-79.23155",12.7,16.79,22.92,6.13,36.52,25.53,8.739824561403509
7356,101515040,Edmonton,"53.53454,-113.508896","53.629517,-113.51336",14.1,22.94,29.07,6.13,26.71,32.79,9.846944444444443
7357,303986970,Ottawa,"45.345562,-75.686745","45.457417,-75.73687",18.8,26.37,32.5,6.13,23.24,35.1,8.723478260869562
7358,101504961,Calgary,"51.090096,-114.164986","51.03896,-114.062675",12.2,16.54,22.67,6.13,37.08,24.0,7.458571428571428
7359,304073371,Toronto,"43.571117,-79.605774","43.684937,-79.54432",18.0,16.67,22.79,6.13,36.77,24.13,7.464920634920631
7360,303821310,Edmonton,"53.517395,-113.45774","53.485947,-113.67987",25.7,26.36,32.48,6.12,23.21,38.02,11.66130434782609
7361,304152721,Vancouver,"49.156723,-122.94375","49.23704,-122.87062",16.0,20.18,26.3,6.12,30.34,28.59,8.412619047619046
7362,101509600,Edmonton,"53.54372,-113.501686","53.564114,-113.6373",11.4,18.1,24.22,6.12,33.82,26.37,8.264492753623188
7363,304157941,Vancouver,"49.21507,-122.98117","49.115395,-122.88332",19.9,21.06,27.18,6.12,29.05,34.37,13.305555555555554
7364,304028650,Quebec,"46.76379,-71.33513","46.89697,-71.217026",23.6,22.24,28.36,6.12,27.53,32.69,10.447083333333335
7365,201359521,Toronto,"43.76706,-79.274124","43.79135,-79.36339",11.9,12.56,18.69,6.12,48.72,21.85,9.288750000000002
7366,14165440,Edmonton,"53.543312,-113.503746","53.65333,-113.63352",17.5,25.12,31.23,6.12,24.35,33.51,8.393333333333334
7367,304001681,Ottawa,"45.398865,-75.62598","45.486065,-75.6325",20.8,27.98,34.1,6.12,21.88,37.75,9.767499999999995
7368,304113220,Toronto,"43.609165,-79.54981","43.82802,-79.3833",42.7,26.86,32.98,6.12,22.79,38.15,11.294047619047625
7369,201357160,Toronto,"43.604443,-79.709114","43.71894,-79.700874",19.9,18.81,24.93,6.12,32.54,26.49,7.678235294117648
7370,14162861,Calgary,"50.90752,-114.057526","51.041332,-114.057526",16.8,20.26,26.38,6.12,30.22,29.34,9.081060606060607
7371,303800331,Calgary,"51.054283,-113.94354","51.085133,-114.1564",19.3,25.32,31.44,6.12,24.18,37.06,11.73462962962963
7372,14164511,Edmonton,"53.657604,-113.63421","53.547188,-113.50855",16.4,23.41,29.53,6.12,26.14,33.91,10.495175438596487
7373,101504591,Calgary,"51.122215,-114.25253","51.04414,-114.048256",22.2,24.08,30.2,6.12,25.41,36.74,12.656956521739133
7374,101516110,Edmonton,"53.54229,-113.50306","53.630333,-113.5034",11.7,19.71,25.83,6.12,31.06,29.45,9.745000000000001
7375,304149321,Vancouver,"49.246456,-123.11919","49.32685,-123.1082",13.1,22.74,28.85,6.11,26.87,39.17,16.43531746031746
7376,431090130,Ottawa,"45.45308,-75.72932","45.41141,-75.64206",11.5,17.67,23.78,6.11,34.61,28.8,11.138055555555557
7377,303982320,Ottawa,"45.472584,-75.773605","45.494972,-75.71696",12.6,9.22,15.32,6.11,66.27,25.53,16.31666666666667
7378,101505421,Calgary,"51.10734,-114.164986","51.03939,-114.0589",14.3,18.49,24.6,6.11,33.08,29.96,11.474583333333332
7379,303962761,Montreal,"45.422966,-73.87297","45.66582,-73.57359",51.0,41.97,48.08,6.11,14.56,52.02,10.051481481481481
7380,47254981,Montreal,"45.507168,-73.55314","45.63174,-73.58218",22.2,30.93,37.03,6.11,19.74,40.47,9.545555555555556
7381,101502800,Calgary,"51.04047,-114.04345","51.09333,-113.97513",13.9,17.94,24.05,6.11,34.05,30.02,12.073958333333334
7382,303821521,Edmonton,"53.528824,-113.62425","53.592857,-113.416885",21.0,23.84,29.95,6.11,25.62,33.09,9.24763888888889
7383,304012000,Quebec,"46.766376,-71.30389","46.808926,-71.222176",11.1,13.45,19.56,6.11,45.4,22.01,8.560392156862747
7384,201355660,Toronto,"43.46157,-79.674095","43.581318,-79.76885",21.5,19.47,25.58,6.11,31.38,30.31,10.83578431372549
7385,304092880,Toronto,"43.53753,-79.62054","43.639236,-79.567665",16.2,15.06,21.17,6.11,40.56,24.74,9.677692307692304
7386,304101871,Toronto,"43.680965,-79.72182","43.64843,-79.56423",25.1,17.09,23.2,6.11,35.77,29.0,11.914102564102564
7387,101578451,Ottawa,"45.43839,-75.79592","45.419834,-75.696014",10.8,17.57,23.67,6.1,34.7,28.79,11.21411764705882
7388,304142151,Vancouver,"49.153355,-123.11404","49.22314,-123.05876",12.0,14.09,20.19,6.1,43.27,24.81,10.720416666666667
7389,14182491,Vancouver,"49.187027,-122.92658","49.246456,-123.10957",23.4,26.24,32.33,6.1,23.24,37.18,10.94803921568628
7390,14181640,Vancouver,"49.2599,-123.128456","49.12865,-123.1803",17.8,23.57,29.67,6.1,25.88,36.97,13.400000000000002
7391,201385741,Vancouver,"49.299767,-122.86238","49.20722,-122.86341",22.2,25.23,31.33,6.1,24.16,34.8,9.571851851851854
7392,14164771,Edmonton,"53.65496,-113.643135","53.547188,-113.50237",17.2,24.96,31.06,6.1,24.44,34.32,9.355303030303027
7393,101581580,Ottawa,"45.424896,-75.696014","45.354008,-75.77738",13.4,14.83,20.93,6.1,41.15,24.63,9.798596491228068
7394,304078001,Toronto,"43.56266,-79.74379","43.670288,-79.53848",27.5,25.16,31.25,6.09,24.18,38.46,13.299166666666672
7395,431067700,Montreal,"45.702995,-73.91211","45.79475,-74.010864",17.8,16.95,23.05,6.09,35.95,26.71,9.754285714285714
7396,13259560,Vancouver,"49.25206,-123.12056","49.171318,-123.18442",13.0,17.9,23.98,6.09,34.01,28.06,10.16
7397,101625660,Toronto,"43.649918,-79.38021","43.705788,-79.284424",14.5,20.73,26.82,6.09,29.4,35.12,14.394047619047619
7398,304153031,Vancouver,"49.20834,-122.986664","49.15403,-122.923836",16.0,16.99,23.08,6.09,35.81,28.98,11.988541666666666
7399,53800670,Montreal,"45.469456,-73.68208","45.49257,-73.71575",13.8,20.25,26.33,6.09,30.05,27.6,7.351851851851848
7400,101577450,Ottawa,"45.41839,-75.69842","45.508686,-75.63284",18.4,18.55,24.64,6.09,32.8,30.17,11.61231884057971
7401,13234880,Calgary,"51.04371,-114.05306","51.132126,-114.07881",16.4,17.04,23.13,6.09,35.74,30.48,13.444791666666667
7402,101510631,Edmonton,"53.45284,-113.42375","53.548206,-113.507866",17.0,26.22,32.3,6.08,23.2,36.21,9.996159420289853
7403,13245491,Montreal,"45.442482,-73.67865","45.510372,-73.59282",17.0,24.5,30.58,6.08,24.84,32.83,8.328333333333337
7404,101498501,Calgary,"50.90146,-114.05993","51.04479,-114.058556",17.1,19.05,25.13,6.08,31.92,28.13,9.083333333333332
7405,304139801,Vancouver,"49.275806,-123.15043","49.343853,-123.0955",12.8,20.83,26.91,6.08,29.17,33.48,12.650980392156864
7406,13258881,Vancouver,"49.192413,-123.00589","49.2478,-123.11644",16.0,20.96,27.04,6.08,29.0,32.96,12.004999999999999
7407,48153220,Quebec,"46.815502,-71.354355","46.81276,-71.206665",14.5,19.22,25.3,6.08,31.65,28.3,9.079166666666666
7408,304161961,Vancouver,"49.187923,-122.99799","49.231663,-123.067345",13.2,15.83,21.91,6.08,38.39,26.02,10.193623188405798
7409,201384931,Vancouver,"49.26662,-122.7896","49.152233,-122.82496",17.5,21.21,27.29,6.08,28.67,35.98,14.765263157894736
7410,101617451,Toronto,"43.756893,-79.30708","43.64843,-79.37403",18.7,18.72,24.8,6.08,32.48,26.88,8.158809523809524
7411,303926921,Montreal,"45.575294,-73.56398","45.5986,-73.6608",19.5,21.0,27.07,6.08,28.93,31.52,10.52492063492064
7412,53851571,Winnipeg,"49.897556,-97.19757","49.81799,-97.08159",15.5,25.53,31.61,6.08,23.8,36.25,10.723333333333336
7413,13260401,Vancouver,"49.16301,-123.186134","49.24287,-123.12296",12.5,16.37,22.44,6.07,37.09,26.05,9.68
7414,13245340,Montreal,"45.509888,-73.58492","45.516144,-73.715385",16.8,28.98,35.05,6.07,20.95,41.04,12.060350877192988
7415,101531861,Hamilton,"43.259636,-79.9848","43.247883,-79.8461",13.3,21.68,27.75,6.07,27.98,29.48,7.79871794871795
7416,101549320,Montreal,"45.51783,-73.58115","45.543804,-73.49978",12.2,17.88,23.95,6.07,33.95,25.91,8.031904761904766
7417,303942331,Montreal,"45.52264,-73.615135","45.610847,-73.76517",19.3,21.58,27.65,6.07,28.12,33.39,11.815263157894734
7418,13249660,Ottawa,"45.419594,-75.69464","45.340496,-75.75438",13.9,17.08,23.15,6.07,35.5,27.44,10.355476190476192
7419,304102730,Toronto,"43.776726,-79.61607","43.569378,-79.61504",32.0,24.99,31.06,6.07,24.28,33.81,8.817586206896557
7420,303826021,Edmonton,"53.53005,-113.60949","53.56391,-113.47388",13.8,19.87,25.93,6.07,30.54,29.56,9.691666666666666
7421,304207950,Winnipeg,"49.96154,-97.17497","49.83947,-97.20862",16.3,23.19,29.27,6.07,26.18,31.29,8.095555555555556
7422,101517240,Edmonton,"53.54413,-113.50615","53.446297,-113.48761",12.7,19.07,25.15,6.07,31.84,33.5,14.423750000000002
7423,101541860,London,"42.983482,-81.23038","43.006084,-81.314835",11.0,16.98,23.05,6.07,35.77,25.65,8.674242424242426
7424,303999701,Ottawa,"45.37258,-75.74751","45.486305,-75.707",18.3,22.66,28.74,6.07,26.8,32.12,9.453846153846154
7425,47247010,Edmonton,"53.440777,-113.52194","53.55962,-113.476166",17.9,25.69,31.76,6.07,23.64,36.45,10.762
7426,53830951,Toronto,"43.71868,-79.31039","43.719437,-79.40665",11.0,20.5,26.56,6.07,29.61,29.57,9.077962962962964
7427,53837741,Vancouver,"49.186302,-122.848335","49.1091,-122.84178",11.0,18.91,24.98,6.07,32.1,30.09,11.177301587301585
7428,101550330,Montreal,"45.507484,-73.57737","45.604843,-73.545784",18.6,28.63,34.7,6.06,21.18,38.24,9.604523809523805
7429,101513721,Edmonton,"53.517597,-113.629745","53.547596,-113.501686",12.2,20.25,26.31,6.06,29.92,29.81,9.556376811594205
7430,48158031,Vancouver,"49.200897,-122.87936","49.240177,-122.83354",13.0,16.05,22.1,6.06,37.73,24.67,8.61825396825397
7431,13263681,Winnipeg,"49.889263,-97.26492","49.894352,-97.12794",12.0,19.19,25.25,6.06,31.6,27.31,8.120784313725487
7432,304160440,Vancouver,"49.2413,-122.9822","49.18209,-122.948555",11.2,17.05,23.1,6.06,35.54,29.62,12.57462962962963
7433,303899811,London,"42.967407,-81.21218","42.988003,-81.30591",11.6,17.31,23.37,6.06,35.03,27.16,9.852142857142855
7434,304101130,Toronto,"43.605186,-79.51514","43.884464,-79.42553",48.6,35.84,41.89,6.06,16.9,43.75,7.910000000000004
7435,101555990,Montreal,"45.509888,-73.58492","45.470657,-73.47025",15.0,22.99,29.06,6.06,26.37,34.94,11.948888888888892
7436,303811751,Edmonton,"53.525967,-113.50203","53.59856,-113.52263",12.0,17.54,23.6,6.06,34.54,26.73,9.183333333333334
7437,48145460,Edmonton,"53.54882,-113.62185","53.52177,-113.50726",10.7,16.81,22.87,6.06,36.07,27.51,10.696862745098041
7438,304134490,Vancouver,"49.231213,-122.99731","49.143024,-122.8847",20.2,25.0,31.06,6.05,24.2,39.75,14.741764705882357
